player_id,team_id,match_position,first,last,known,shirt_number,status,captain,mins_played,successful_final_third_passes
228611,191,Midfielder,Uros,Racic,,8,Start,0,77,14
224860,191,Midfielder,Carlos,Soler,,10,Start,1,55,12
494922,191,Defender,Rubén,Iranzo,,39,Start,0,90,8
222629,191,Midfielder,Thierry,Rendall Correia,Thierry Correia,2,Start,0,64,8
466044,191,Midfielder,Jesús,Vázquez,,32,Start,0,55,7
500040,191,Defender,Cristhian,Mosquera,,37,Start,0,90,6
165808,191,Striker,Hélder Wander,Sousa de Azevedo e Costa,Hélder Costa,11,Start,0,90,5
244847,191,Midfielder,Yunus,Musah,,4,Start,0,55,3
421294,191,Striker,Marcos André,de Sousa Mendonça,Marcos André,22,Start,0,90,3
220327,191,Defender,Eray,Cömert,,24,Start,0,90,3
88489,191,Substitute,Denis,Cheryshev,,17,Sub,0,26,2
465689,191,Substitute,Moriba,Kourouma Kourouma,Ilaix Moriba,23,Sub,0,35,2
132105,191,Substitute,José,Gayà,,14,Sub,0,35,1
485339,191,Substitute,Koba,Koindredi,,18,Sub,0,13,1
72162,191,Goalkeeper,Jasper,Cillessen,,13,Start,0,90,1
201895,191,Substitute,Omar,Alderete,,15,Sub,0,0,0
116732,191,Substitute,Jaume,Doménech,,1,Sub,0,0,0
577318,191,Substitute,Mario,Dominguez,,46,Sub,0,0,0
208135,191,Substitute,Mouctar,Diakhaby,,12,Sub,0,0,0
439716,191,Substitute,Hugo,Duro,,19,Sub,0,0,0
436234,191,Substitute,Bryan,Gil,,21,Sub,0,0,0
437460,191,Substitute,Hugo,Guillamón,,6,Sub,0,0,0
567889,191,Substitute,Jesús,Santiago,,44,Sub,0,35,0
